customer_id,name,total_balance,total_interest,account_count
1902,Matthew Date,827039.0,33081.56,2
1904,Manbir Ram,576148.0,10442.11,2
1905,Harinakshi Sankar,708968.0,16650.62,2
1909,Kashvi Dar,660584.0,26423.36,2
1910,Bimala Banik,518056.0,5180.5599999999995,2
1916,Caleb Kara,697871.0,27914.84,2
1919,Aarnav Choudhry,867743.0,25614.17,4
1922,Naveen Suresh,874542.0,18464.850000000002,3
1923,Atharv Nair,763255.0,20385.01,2
1926,Logan Natarajan,1338232.0,41168.35,3
1927,Michael Dada,1147180.0,33289.54,3
1929,Nilima Hayre,550600.0,12866.410000000002,2
1932,Noah Oommen,955412.0,29076.17,3
1935,Nandini Kurian,675344.0,13535.54,3
1937,Wridesh Deshmukh,994595.0,9945.95,3
1940,Gunbir Loke,694564.0,16695.19,2
1941,Agastya Cheema,909271.0,33016.66,4
1946,Darsh Prakash,1283072.0,51322.880000000005,3
1953,Damyanti Viswanathan,1006885.0,18680.29,5
1954,Rushil Ranganathan,660827.0,20338.55,2
1957,Maanas Naik,1178546.0,25559.600000000002,3
1959,Aarav Chad,760800.0,12893.34,4
1960,Libni Chokshi,1525346.0,32085.74,5
1963,Atharv Seshadri,1082069.0,43282.76,3
1970,Anay Nori,590391.0,23615.64,2
1971,Indali Modi,531701.0,10422.32,2
1972,Gautami Boase,644187.0,6441.870000000001,2
1974,Bimala Ahluwalia,1664617.0,53001.22,5
1978,Victor Varkey,693739.0,17853.550000000003,2
1984,Kabir Gill,513640.0,11698.09,2
1987,Yuvraj Kapur,695707.0,12994.960000000001,2
1988,Girish Jayaraman,551879.0,5518.79,2
1992,Jatin Sangha,610129.0,6101.290000000001,3
1998,Qarin Joshi,1513822.0,40350.64,4
2005,Chaman Sandhu,593981.0,9548.24,2
2009,Vansha Dube,827723.0,9871.310000000001,3
2010,Ishaan Kuruvilla,554603.0,22184.120000000003,2
2011,Yasti Bhandari,591840.0,23673.6,2
2013,Samesh Ganesh,932127.0,37285.08,3
2020,Sanaya Chandra,600938.0,6009.38,2
2031,Warda Prabhakar,749098.0,7490.98,2
2037,Vincent Sarma,825460.0,29363.56,3
2039,Dakshesh Doshi,1012492.0,12359.02,4
2042,Aarini Suri,549978.0,20372.61,3
2043,Irya Hora,1146965.0,22033.25,3
2046,Anthony Bhagat,1072617.0,25564.77,3
2047,Anvi Ben,842256.0,11757.03,4
2050,Nimrat Bawa,921408.0,18199.86,4
2051,David Chawla,1160468.0,34040.24,3
2053,Reyansh Sarin,885137.0,8851.37,3
2055,Siya Maharaj,820931.0,8209.310000000001,2
2056,Tara Viswanathan,707759.0,7077.59,2
2061,Tripti Sani,519511.0,20780.44,2
2063,Samaksh Sawhney,563220.0,17801.04,2
2068,Wyatt Shroff,615199.0,10093.39,2
2070,Aadi Lall,778772.0,31150.88,2
2071,Vihaan Apte,741287.0,29651.48,3
2077,Reva Arora,515655.0,20626.2,2
2078,Zansi Sehgal,613369.0,10864.390000000001,3
2079,Keya Raval,594301.0,12974.38,3
2080,Sudiksha Magar,500322.0,20012.88,2
2083,Rajata Deshmukh,927772.0,23438.35,2
2085,Aahana Arora,941607.0,22039.140000000003,3
2088,Karan Andra,1233520.0,49340.8,3
2090,Hema Savant,658777.0,26351.08,3
2097,Vihaan Jha,1585595.0,51183.89,4
2098,Prisha Prakash,784716.0,31388.640000000003,2
2099,Vincent Anne,556582.0,22263.280000000002,2
2100,Jonathan Chad,1135362.0,32302.05,3
2103,Damyanti Sarkar,1722985.0,37794.04,5
2104,Veer Ratta,883009.0,15301.900000000001,3
2106,Vrinda Narula,800383.0,17322.1,2
2111,Daniel Kapadia,784690.0,20018.05,2
2112,Ira Parekh,619756.0,24790.239999999998,2
2114,Maanas Shukla,603382.0,9427.39,2
2117,Urishilla Parikh,746432.0,19041.41,2
2130,Jackson Lall,924518.0,36980.72,4
2137,Azaan Dass,760733.0,29814.17,3
2147,Bhavika Madan,782194.0,21333.43,3
2148,Ishita Mandal,607555.0,12398.890000000001,2
2149,Harita Bahri,1012859.0,22537.49,3
2151,Vedant Dani,521941.0,10018.33,2
2157,Bhavika Mishra,983449.0,24587.86,2
2159,Yoshita Samra,896807.0,23747.0,2
2161,Warhi Sood,547516.0,10432.27,3
2163,Nitara Boase,687428.0,26871.68,3
2164,Jeet Pradhan,808425.0,8084.25,2
2165,Faris Madan,751946.0,19058.96,2
2182,Tanmayi Sawhney,510433.0,14374.78,2
2190,Yadavi Natt,576818.0,14938.039999999999,2
2192,Harshil Prashad,652675.0,26107.0,3
2194,Warinder Pant,581318.0,23252.72,2
2197,Gagan Sanghvi,609298.0,6092.9800000000005,3
2199,Maanav Dhaliwal,1515555.0,21840.24,5
2201,Chakrika Mistry,1013779.0,23182.9,3
2202,Mitali Dugar,610237.0,17562.19,2
2205,Pranav Dhaliwal,598467.0,5984.67,2
2207,Rohan Vala,837652.0,25263.49,3
2210,Osha Chahal,672217.0,10410.400000000001,3
2211,Unnati Kata,680893.0,20029.63,2
2213,Ronith Nair,938504.0,9385.04,3
2215,Chavvi Bumb,563030.0,15343.19,3
2217,Yatin Chakrabarti,1184344.0,47373.76,3
2218,Darsh Vig,883888.0,14071.720000000001,3
2223,Azaan Sheth,710831.0,28433.24,2
2227,Victor Parmar,1440842.0,28913.54,3
2231,Harish Dugal,858362.0,34334.479999999996,2
2232,Pooja Sharma,925094.0,20118.53,3
2235,Urvi Prasad,923035.0,9230.35,3
2237,Onveer Saini,807046.0,30229.780000000002,4
2238,Lakshmi Chopra,1202666.0,36689.119999999995,3
2240,Pranit Yohannan,591220.0,10073.41,3
2241,Max Goyal,533312.0,6723.17,2
2242,Pranav Sen,1848756.0,52932.99,5
2250,Sudiksha Rege,975243.0,26758.14,3
2251,Sathvik Kade,1081158.0,10811.58,4
2252,Hemani Chand,624892.0,23049.7,3
2253,Forum Raj,1029094.0,37031.47,4
2257,Chandresh Patel,617766.0,17417.7,3
2258,Pahal Nagi,576026.0,23041.039999999997,3
2260,Laban Kapadia,797035.0,15700.6,3
2262,Omya Zachariah,672676.0,14334.939999999999,2
2270,Rachit Toor,1291477.0,31879.149999999998,5
2272,Bahadurjit Som,726476.0,20807.63,2
2274,Agastya Bhat,1987701.0,63957.450000000004,7
2275,Ryan Nadkarni,706463.0,18222.08,2
2280,Udyati Sarkar,596424.0,7667.790000000001,3
2281,Lakshit Boase,547424.0,21896.96,2
2283,Harini Mandal,730587.0,8711.01,4
2291,Kavya Balan,678718.0,18755.62,2
2296,Hemal Jaggi,1391507.0,32140.22,5
2299,Praneel Nayar,949159.0,24323.29,2
2307,Ridhi Parsa,897369.0,35236.229999999996,4
2309,Siya Guha,758216.0,18398.96,2
2310,Vidhi Panchal,759535.0,7595.35,2
2313,Yashvi Jhaveri,602172.0,13061.67,2
2315,Agastya Seshadri,595223.0,12583.55,2
2318,Nitara Brahmbhatt,732933.0,29317.32,3
2331,Radhika Dalal,826069.0,16804.780000000002,3
2336,Pranav Chawla,758638.0,7586.38,2
2340,Anika Toor,1720104.0,25854.12,5
2343,Chaaya Wali,528572.0,5285.72,2
2344,Lakshmi Gole,961279.0,20163.91,3
2349,Upasna Arya,1083773.0,32571.38,3
2361,Manya Setty,834151.0,33366.04,2
2365,Isha Bhargava,1613039.0,40790.81,4
2369,Hemang Jani,503001.0,20120.04,2
2370,Ekantika Sankar,1003514.0,32363.18,4
2373,Tanmayi Shukla,622793.0,6227.93,3
2376,Nitesh Dua,801237.0,17779.95,2
2378,Neel Swaminathan,716809.0,20025.1,4
2380,Aradhana Narang,799481.0,19943.09,2
2381,Januja Setty,1082207.0,28935.8,3
2382,Kritika Srinivasan,764687.0,30587.480000000003,2
2385,Champak Dua,596705.0,5967.05,2
2386,Divya Pandit,585284.0,17776.4,2
2392,Hemani Khalsa,866421.0,20896.83,2
2394,Gabriel Chaudhary,567376.0,20896.06,3
2396,Arin Shanker,905935.0,9059.35,2
2398,Sarthak Chowdhury,823751.0,18717.5,2
2408,Christopher Narayan,590825.0,12430.49,3
2410,Abha Arya,536501.0,21460.04,2
2412,Samarth Saraf,696083.0,22466.48,4
2414,Amrita Goda,1015079.0,31587.14,3
2417,Yochana Pathak,807099.0,32283.96,3
2423,Abha Krishna,1052360.0,32450.45,4
2426,Lavanya Buch,828532.0,33141.28,2
2428,Vansha Talwar,602167.0,24086.68,2
2438,Varenya Guha,607521.0,7642.290000000001,3
2442,Januja Guha,1219944.0,26332.08,3
2447,Girindra Pant,655123.0,6551.23,2
2448,Chaaya Khare,652242.0,25666.38,3
2451,Pallavi Sarkar,663837.0,10616.16,3
2456,Suhani Raghavan,792507.0,31700.280000000002,2
2461,Vasana Ghose,642476.0,25699.04,2
2462,Jairaj Viswanathan,722980.0,24635.83,3
2463,Riya Krishna,718354.0,26097.100000000002,3
2465,Ojas Kale,536808.0,5368.08,2
2469,Irya Sehgal,934590.0,9345.900000000001,3
2470,Vritti Sanghvi,605830.0,24233.2,3
2472,Harini Rai,590996.0,5909.96,2
2488,David Sani,657605.0,26304.2,2
2492,Rishi Ganesh,816316.0,19128.49,2
2495,Ojas Merchant,1004927.0,30285.65,3
2497,Frederick Bahri,793746.0,20963.97,2
2498,Aayush Sangha,857489.0,8574.89,2
2499,Avni Narula,852923.0,24362.510000000002,4
2505,Jatin Kannan,529580.0,5295.8,2
2508,Eta Tella,863978.0,34559.119999999995,2
2509,Warda Viswanathan,545004.0,5450.04,3
2519,Ishani Nair,1052623.0,22163.95,3
2520,Champak Shetty,838960.0,22820.68,2
2525,Leela Mitter,879838.0,26682.61,3
2527,Krishna Biswas,932535.0,37301.4,2
2529,Vidhi Chopra,507844.0,10347.91,2
2530,Teerth Mohanty,986564.0,24786.77,2
2531,Samesh Solanki,748604.0,29944.160000000003,2
2541,Pranit Chander,1130515.0,30667.78,4
2543,Maya Palla,708436.0,18335.23,3
2549,Keya Pathak,1131049.0,30846.04,4
2550,Anirudh Sahota,520546.0,6779.379999999999,3
2552,Turvi Rajagopal,794922.0,21340.2,3
2553,Yochana Kata,882539.0,22709.36,2
2554,Qarin Murthy,1086684.0,43467.36,3
2559,Hemal Mallick,794895.0,18507.0,2
2560,Pranav Mukhopadhyay,616964.0,24678.559999999998,3
2561,Balendra Chawla,618121.0,18872.44,3
2567,Eshana Banik,789391.0,18757.72,2
2570,Udyati Andra,620590.0,16198.990000000002,2
2572,Azaan Sengupta,728626.0,19484.050000000003,2
2574,Amol Dhaliwal,953241.0,23153.100000000002,3
2575,Kevin Pall,688850.0,19284.23,2
2582,Tanveer Pillay,503049.0,5030.49,2
2583,Faraj Jain,759975.0,19055.100000000002,3
2584,Bahadurjit Kohli,672123.0,6721.2300000000005,2
2586,Yug Nadig,1048752.0,10487.52,4
2587,Fiyaz Brar,538297.0,21531.88,2
2591,Warhi Sawhney,1185843.0,25402.260000000002,4
2592,Ira Dugal,602863.0,6028.63,2
2593,Hredhaan Devan,759426.0,17650.62,2
2600,Vinaya Varkey,791483.0,7914.83,2
2605,Gaurangi Shanker,1211100.0,42231.840000000004,4
2613,Ria Seth,944358.0,11945.34,4
2620,Aadi Keer,738096.0,29523.840000000004,2
2621,Wriddhish Balay,506370.0,7847.79,2
2624,Ranveer Sodhi,780574.0,11725.39,3
2627,Libni Parsa,724554.0,11229.45,3
2629,Jagdish Rana,576865.0,23074.600000000002,2
2634,Akshay Sahni,566575.0,22663.0,2
2636,Reyansh Kade,1316323.0,26351.5,4
2639,Sneha Talwar,681705.0,27268.2,2
2644,Henry Sama,807319.0,32292.760000000002,2
2646,Ladli Bajaj,850073.0,34002.92,2
2671,Yachana Mall,1233361.0,35574.85,4
2673,Zaitra Deol,720187.0,14973.310000000001,2
2674,Oviya Khanna,851571.0,8515.71,2
2682,Gayathri Ahuja,682606.0,6826.06,4
2684,Chanakya Oak,1516881.0,60675.24,4
2687,Harrison Mani,724445.0,14200.670000000002,2
2690,Ria Puri,1116296.0,11162.960000000001,3
2696,Umang Saxena,753930.0,7539.3,2
2699,Veer Munshi,631684.0,13221.640000000001,3
2701,Jagdish Patla,938685.0,22459.59,4
2704,Wridesh Bail,850328.0,8503.279999999999,2
2717,Advay Merchant,717627.0,28705.08,3
2721,Harshil Walia,1170512.0,26338.22,4
2724,Rishi Dhar,606670.0,6425.860000000001,3
2731,Aadi Konda,634607.0,25384.28,2
2735,Jagrati Dara,519468.0,14914.74,2
2752,Aditya Patla,864443.0,26871.35,3
2753,Karan Ratta,632708.0,6327.08,2
2755,Siddharth Mann,529553.0,18034.7,2
2757,Gauri Raman,542863.0,21714.52,2
2761,Yachana Khosla,633973.0,6339.73,3
2766,Samuel Din,583939.0,23357.559999999998,2
2772,Andrew Bassi,1132148.0,27915.649999999998,4
2774,Advika Nagarajan,862235.0,19837.190000000002,3
2776,Tanveer Koshy,870803.0,20976.2,2
2786,Ikshita Dixit,835491.0,8354.91,3
2794,Ronith More,559477.0,6161.74,3
2795,Ijaya Swamy,641341.0,6413.41,2
2799,Inaya Kala,868353.0,21243.06,4
2802,Banjeet Nadig,613314.0,18048.600000000002,2
2803,Dipta Borra,649381.0,25975.24,2
2809,Pallavi Borah,878240.0,35129.600000000006,3
2816,Yatan Talwar,525396.0,16315.14,2
2817,Chandran Bhattacharyya,620133.0,6201.33,2
2818,Sanaya Narula,2021472.0,31998.63,6
2823,Ganga Deshpande,746912.0,15609.349999999999,2
2824,Lucky Padmanabhan,1015753.0,12502.330000000002,6
2827,Ekalinga Tailor,939515.0,23494.850000000002,2
2831,Abhimanyu Chatterjee,913722.0,23980.98,3
2835,Ishwar Shan,676182.0,6761.820000000001,2
2837,Indira Manda,507868.0,19760.620000000003,2
2840,Oliver Yohannan,601779.0,21057.27,3
2845,Falan Rau,623304.0,7427.64,3
2858,Guneet Shan,709459.0,28378.36,2
2860,Wriddhish Joshi,598239.0,5982.39,2
2861,Oni Barad,523849.0,16929.73,2
2864,Pallavi Banik,700191.0,21385.5,2
2870,Zansi Chaudry,572639.0,11451.470000000001,2
2872,Siddharth Bora,814443.0,32577.72,2
2875,Vyanjana Halder,691195.0,18180.850000000002,3
2880,Udyati Venkatesh,914313.0,25504.62,3
2884,Hemangini Oak,703123.0,28124.920000000002,2
2893,Keya Doshi,778033.0,31121.32,2
2898,Abhimanyu Virk,1477183.0,24389.26,7
2903,Aayush Kala,1321729.0,39755.92,4
2905,Aarna Lad,790230.0,20047.05,2
2907,Parth Ratti,943900.0,20454.43,4
2915,Ekbal Walia,1067985.0,31205.94,4
2919,Finn Bandi,1217296.0,36942.67,3
2923,Bakhshi Naidu,1105170.0,22316.04,4
2924,Krishna Bhavsar,1467915.0,47497.08,5
2927,Chaitanya Natt,854523.0,25491.72,3
2928,Onkar Sule,980776.0,19212.73,3
2929,Sanya D’Alia,735995.0,29439.8,2
2931,Zinal Mall,842547.0,15976.11,3
2932,Pallavi Divan,731879.0,15682.310000000001,3
2933,Chaitanya Sant,569143.0,5691.43,2
2938,Jonathan Sathe,787880.0,7878.8,2
2944,Neha Palan,547512.0,21900.480000000003,2
2947,Charan Bahri,796728.0,7967.280000000001,2
2948,Yasti Pingle,954124.0,20129.38,3
2949,Bina Chahal,661591.0,18807.52,4
2950,Omkaar Butala,560532.0,22421.28,2
2954,Yashoda Bahri,534432.0,21377.28,2
2960,Urmi Narayan,775421.0,7754.210000000001,2
2967,Charita Sethi,630030.0,6300.299999999999,2
2974,Zaitra Mishra,883006.0,35320.240000000005,2
2980,Faras Bawa,517895.0,13280.33,3
2985,Kiaan Sahota,1219231.0,24846.79,3
2989,Reva Ramachandran,825662.0,30843.170000000002,3
2990,Jagvi Bora,557703.0,20303.55,2
2995,Raghav D’Alia,1163329.0,22421.050000000003,3
2996,Advay Bhandari,870897.0,34835.880000000005,2
2998,Ranveer Bhalla,1031212.0,41248.48,3
3008,Nakul Ganesan,850302.0,34012.08,3
3009,Omkaar Barad,1163875.0,46555.0,3
3012,Shaurya Mann,968493.0,15376.23,4
3013,Dipta Mani,604588.0,24183.52,2
3015,Charvi Narasimhan,805300.0,8053.0,2
3025,Anusha Tiwari,541366.0,11837.320000000002,2
3026,Ethan Natt,502146.0,14258.4,3
3041,Benjamin Srinivasan,691591.0,16975.0,2
3043,Lohit Rattan,709368.0,28374.72,3
3046,Christopher Aggarwal,681379.0,9743.08,3
3052,Yatin Misra,545916.0,6185.610000000001,3
3053,Ikbal Pant,895680.0,8956.8,2
3056,Dayita Kumer,547663.0,15686.8,2
3058,Irya Chhabra,544746.0,7889.22,2
3059,Charita Warrior,845426.0,13783.49,5
3062,Libni Pau,806375.0,32255.0,3
3064,Keya Guha,1298379.0,27228.99,4
3065,Xiti Palla,645238.0,7019.65,4
3067,Lohit Baria,615717.0,19340.370000000003,4
3070,Divya Ganesh,820417.0,19330.06,2
3072,Keya Kalla,554332.0,5543.32,2
3074,Abeer Dutt,1206389.0,33807.380000000005,3
3083,Anthony Divan,954592.0,21292.33,3
3084,Charvi Balasubramanian,663654.0,6636.54,3
3087,Hritik Dasgupta,684722.0,6847.22,2
3089,Urishilla Venkataraman,870842.0,34833.68,2
3093,Daniel Singhal,1019093.0,17890.190000000002,4
3097,Luke Sarma,1891996.0,50221.990000000005,7
3105,Nachiket Biswas,765983.0,30639.32,2
3109,Nihal Pathak,1620688.0,44799.130000000005,5
3111,Varenya Shan,550890.0,5508.900000000001,2
3119,Aachal Bumb,1034562.0,26977.38,3
3125,Bimala Devan,1197374.0,38477.240000000005,4
3140,Aashi Singh,1508687.0,26747.18,4
3145,Urmi Bobal,501766.0,20070.64,2
3146,Vasana Lala,1363039.0,41268.1,5
3152,Amrita Hayre,1350681.0,28448.850000000002,4
3158,Chatura Savant,741401.0,18747.65,2
3159,Udarsh Rege,525053.0,15995.03,3
3167,Ethan Aurora,909659.0,9096.59,2
3172,Kalpit Singhal,774448.0,7744.48,2
3176,Raghav Chahal,520104.0,10064.52,2
3181,Kritika Kala,567043.0,5670.43,2
3185,Fiyaz Ravel,1440295.0,33524.05,4
3190,Laban Koshy,1037063.0,32616.110000000004,4
3191,Manya Atwal,869523.0,8695.23,2
3197,Chakradev Deo,879629.0,19562.57,3
3203,Neel Dalal,777615.0,31104.600000000002,3
3213,Aarna Ramanathan,738592.0,7385.92,2
3216,Orinder Dasgupta,550397.0,9730.369999999999,3
3217,Ijaya Peri,736581.0,20944.56,2
3220,Triya Wadhwa,764554.0,17747.53,2
3223,Gaurangi Sen,924839.0,9248.39,3
3225,Waida Prakash,855482.0,33742.88,3
3230,Madhav Natt,587564.0,18536.78,2
3234,Neel Gole,786217.0,18814.18,2
3236,Kashish Chada,1201345.0,29800.48,4
3237,Falan Chana,779597.0,7795.970000000001,3
3244,Ansh Sura,600795.0,24031.800000000003,2
3246,Harita Kothari,563913.0,11409.869999999999,2
3250,Kritika Char,709732.0,28389.28,2
3258,Tamanna Bali,597157.0,12930.67,4
3261,Amrita Chad,991435.0,11411.05,5
3265,Ojas Gill,605897.0,11614.279999999999,3
3266,Falak Bhavsar,512515.0,13194.91,3
3269,Chandresh Dalal,1242926.0,25634.15,3
3278,Eiravati Chaudhry,641442.0,15530.73,2
3284,Ati Prabhu,627382.0,12273.97,3
3285,Darsh Nayar,757966.0,19909.0,2
3286,Rudra Peri,584633.0,21003.710000000003,3
3287,Riya Hari,644311.0,6443.110000000001,4
3289,Henry Taneja,1960556.0,39058.79,7
3290,Ranveer Chowdhury,504692.0,5343.59,3
3291,Rohan Varughese,883000.0,10698.52,4
3297,Chaitaly Kulkarni,594873.0,11218.62,3
3301,Lajita Dada,609215.0,8074.52,4
3311,Warhi Viswanathan,597107.0,12965.900000000001,2
3312,Ranbir Doctor,774975.0,24704.190000000002,3
3313,Gaurang Nagar,609206.0,10223.119999999999,3
3323,Nathaniel Batta,1224394.0,31680.13,4
3325,Kashvi Hora,1145203.0,23049.190000000002,3
3327,Jasmit Kothari,1023789.0,28038.84,3
3331,Ekansh Venkataraman,573195.0,5731.950000000001,2
3332,Pranit Kalla,745889.0,20913.53,2
3333,Tanay Iyer,712684.0,28507.36,3
3334,Sanya Edwin,628805.0,6288.05,2
3336,Ekani Narain,872662.0,22522.72,2
3337,Jairaj Munshi,586754.0,12195.8,2
3343,Bhavika Dada,935478.0,11613.36,4
3345,Vasatika Pathak,1324614.0,13246.14,4
3346,Lekha Natarajan,764437.0,27296.590000000004,3
3347,Gavin Gara,1197705.0,11977.05,3
3349,Adya Prasad,595305.0,5953.05,2
3351,Wahab Char,619069.0,15435.76,2
3354,Gaurika Hans,1159594.0,33443.68,3
3356,Zarna Vohra,791566.0,19929.31,3
3358,Raghav Wali,660666.0,15320.85,2
3360,Anthony Kant,500349.0,8707.11,3
3361,Harshil Mangal,732539.0,22094.210000000003,2
3367,Amruta Butala,641343.0,20306.64,2
3368,Anita Bal,940346.0,27498.829999999998,4
3381,Ayushman Bhattacharyya,776270.0,16475.239999999998,2
3382,Bhavna Divan,812240.0,8122.4,2
3384,Rachita Dugar,611641.0,6701.53,3
3391,Krishna Sani,794181.0,20843.64,2
3393,Geetika Banerjee,820747.0,8207.470000000001,2
3394,Qarin Sahni,834443.0,12159.8,3
3397,Kabir Bath,814193.0,32567.72,2
3398,Timothy Raj,537131.0,20095.31,2
3401,Netra Chander,901852.0,26301.85,5
3404,George Taneja,591617.0,5916.17,2
3408,Amruta Chaudry,818813.0,21842.09,3
3409,Logan Kumer,1372030.0,26316.91,5
3411,David Ramanathan,566145.0,22645.8,2
3412,Madhavi Issac,944658.0,37786.32,3
3414,Samuel Bhakta,715399.0,28615.96,2
3415,Michael Gandhi,787531.0,21085.33,3
3427,Bakhshi Mangal,944002.0,37760.08,3
3432,Timothy Singhal,522112.0,20884.48,2
3440,Vanya Raman,653766.0,26150.64,2
3441,Anika Krishnamurthy,544363.0,13576.480000000001,2
3444,Amol Bansal,738526.0,26632.33,4
3449,Jacob Saraf,753287.0,15036.62,3
3456,Rajata Mishra,568491.0,5684.91,3
3462,Neel Nadkarni,850499.0,23554.82,3
3463,Vedant Raja,962461.0,9624.61,3
3469,Tara Ahuja,702503.0,28100.120000000003,2
3471,Adweta Ramanathan,583583.0,5835.830000000001,2
3474,Keya Wable,536936.0,5369.360000000001,2
3475,Tamanna Kumer,525607.0,14371.18,2
3480,Hiral Vora,533551.0,7246.75,2
3481,Riya Tak,636305.0,16553.84,2
3485,Aadi Srinivasan,705427.0,18968.08,2
3487,Frederick Mander,821672.0,20763.5,2
3490,Vinaya Dugar,1067374.0,30360.670000000002,4
3491,Bahadurjit Chada,594925.0,22773.46,3
3493,Wyatt Chana,686818.0,27472.72,2
3494,Varenya Dewan,801524.0,23012.18,2
3496,Ekavir Aurora,684076.0,14124.939999999999,2
3506,Om Sama,522641.0,18575.84,4
3507,Raagini Baral,743529.0,29741.160000000003,2
3508,Bimala Setty,620991.0,20943.9,3
3510,Ayushman Merchant,716975.0,19402.19,3
3514,Charita Gera,725350.0,7253.5,2
3517,Aditya Bhargava,641151.0,6411.51,2
3518,Aryan Mohan,1055557.0,27902.08,5
3522,Patrick Goel,1082326.0,22176.760000000002,3
3524,Janya Kulkarni,784968.0,20684.370000000003,2
3529,Teerth Nagi,688882.0,18704.59,2
3531,Reyansh Jaggi,760614.0,30424.56,2
3532,Amol Pillay,939043.0,33030.04,3
3535,Ishaan Badami,519817.0,5198.17,2
3539,George Rout,523718.0,5237.18,2
3547,Januja Dua,778749.0,17056.38,3
3549,Pushti Datta,923706.0,22576.05,3
3550,Eesha Swaminathan,1199429.0,47977.16,3
3558,Charan Divan,915864.0,9158.64,3
3563,Niharika Wali,808210.0,20926.510000000002,2
3564,Vidhi Kala,581083.0,7477.15,3
3566,Vamakshi Taneja,531575.0,21263.0,2
3567,Pooja Ravi,930302.0,22022.87,3
3569,Timothy Deep,829198.0,33167.92,3
3570,Udyati Sanghvi,1243846.0,25995.55,4
3571,Chatura Parsa,815034.0,15601.2,4
3573,Tarak Puri,687093.0,18859.68,2
3574,Reyansh Mand,504232.0,20169.280000000002,2
3575,Girish Sura,1332181.0,13321.81,3
3576,Bhavani Khalsa,1014188.0,25009.31,5
3577,Vedika Mohan,1552939.0,31201.75,5
3582,Omaja Cherian,1067182.0,28209.07,3
3583,Vanya Lad,838509.0,22930.29,2
3589,Vrinda Gulati,1360402.0,42586.09,4
3595,Rishi Walla,597340.0,12638.11,3
3598,Gautam Chatterjee,553839.0,18051.960000000003,2
3606,Ethan Baral,1337716.0,16137.220000000001,5
3610,Deepa Kakar,500028.0,5000.280000000001,2
3618,Vasana Nagar,707837.0,7078.37,3
3623,Zayan Goyal,671491.0,6714.91,2
3624,Upma Parikh,714352.0,20422.03,3
3625,Aadi Prabhakar,591419.0,23656.760000000002,2
3627,Farhan Reddy,961204.0,31471.0,4
3631,Gaurang Ram,1276239.0,25345.260000000002,4
3634,Ikbal Varghese,807608.0,8076.08,2
3637,Turvi Varty,957007.0,26387.53,4
3638,Maanas Karan,542215.0,17823.22,3
3643,Kalpit Misra,932404.0,20721.64,4
3645,Idika Shere,678087.0,20393.100000000002,3
3646,Hema Kala,750574.0,7505.74,3
3650,Vihaan Dar,755133.0,30205.32,3
3653,Vrishti Kota,698586.0,12647.49,4
3658,Hemangini Grewal,648856.0,17277.94,3
3659,Alexander Bedi,1653456.0,41669.130000000005,6
3670,Abhiram Naik,531990.0,21279.6,3
3672,Kala Verma,811933.0,16333.06,3
3679,Zaid Pathak,592352.0,23694.08,3
3684,Triya Dey,650583.0,20908.23,3
3685,Darpan Hegde,1164682.0,35372.05,3
3689,Dayamai Gaba,663480.0,12731.4,3
3690,Oviya Sura,798802.0,19194.85,2
3692,Gaurika Mangat,568703.0,5687.03,2
3695,Yash Pal,827313.0,8273.130000000001,2
3698,Aishani Khalsa,713638.0,27347.5,3
3701,Chatura Prabhakar,695248.0,6952.4800000000005,3
3706,Jack Mandal,509063.0,19332.41,2
3708,Yashoda Singhal,922425.0,30620.97,5
3712,Yashvi Krish,575441.0,11691.050000000001,3
3713,Jack Puri,530080.0,17242.18,2
3724,Pushti Bhasin,1193148.0,18564.48,5
3729,Dakshesh Dada,512548.0,10592.41,2
3734,Tanay Mandal,906930.0,10598.22,5
3738,Diya Palan,605385.0,24215.399999999998,2
3739,Anjali Dass,1244834.0,23666.6,3
3745,Akshay Chander,1051210.0,30636.850000000002,4
3747,Bachittar Mani,607865.0,13934.27,2
3748,Faris Sehgal,622844.0,12527.09,2
3754,Rajata Mand,1288757.0,28397.510000000002,4
3755,Sara Bahl,831271.0,33250.84,2
3760,Victor Salvi,587974.0,9053.560000000001,3
3761,Harshil Trivedi,832018.0,8713.630000000001,3
3762,Yahvi Lad,1061564.0,10615.64,3
3768,Vansha Sampath,552020.0,19749.620000000003,2
3769,Sneha Chandran,877545.0,20335.559999999998,4
3771,Hiral Chakraborty,637249.0,6372.49,2
3780,Azaan Kamdar,899348.0,21325.82,4
3783,Adweta Gala,528940.0,21157.6,2
3784,Diya Gaba,562541.0,18877.04,2
3785,Vrinda Kanda,785358.0,21112.68,2
3786,Jeevika Amble,1038760.0,17108.32,6
3787,Riya Rajagopal,837029.0,33481.16,2
3788,Maanas Lanka,812346.0,8123.46,2
3790,Yash Sharma,800452.0,32018.08,3
3795,Patrick Batra,679099.0,15104.56,3
3796,Veer Mishra,576971.0,23078.84,2
3804,Ucchal Rai,693880.0,20436.100000000002,2
3807,Omisha Kalita,623700.0,20737.050000000003,2
3809,Vritti Kumar,580774.0,18746.71,3
3815,Xalak Rege,793620.0,21725.309999999998,3
3819,Meera Manne,794357.0,7943.570000000001,3
3821,Varenya Desai,772043.0,30881.72,2
3824,Janaki Chandran,654445.0,6544.450000000001,2
3831,Tejas Apte,666132.0,18489.57,3
3832,Upma Patla,785624.0,20749.670000000002,3
3837,Ekaja Kanda,623737.0,10990.36,2
