customer_id,name,total_balance,total_interest,account_count,risk_flag
2218,Darsh Vig,883888.0,14071.720000000001,3,NORMAL
2219,Aarini Varughese,499822.0,4998.22,2,NORMAL
2223,Azaan Sheth,710831.0,28433.24,2,NORMAL
2224,Chaitaly Batta,432560.0,4325.6,1,NORMAL
2225,Pranav Malhotra,267705.0,2677.05,1,NORMAL
2226,Dakshesh Guha,79897.0,3195.88,1,NORMAL
2227,Victor Parmar,1440842.0,28913.54,3,VIP
2230,Prisha Mandal,496784.0,19871.36,2,NORMAL
2231,Harish Dugal,858362.0,34334.479999999996,2,NORMAL
2232,Pooja Sharma,925094.0,20118.53,3,NORMAL
2233,Victor Nanda,157784.0,6311.360000000001,1,NORMAL
2235,Urvi Prasad,923035.0,9230.35,3,NORMAL
2237,Onveer Saini,807046.0,30229.780000000002,4,NORMAL
2238,Lakshmi Chopra,1202666.0,36689.119999999995,3,VIP
2239,Hitesh Nori,104518.0,4180.72,1,NORMAL
2240,Pranit Yohannan,591220.0,10073.41,3,NORMAL
2241,Max Goyal,533312.0,6723.17,2,NORMAL
2242,Pranav Sen,1848756.0,52932.99,5,VIP
2243,Jason Raval,121972.0,1219.72,1,NORMAL
2244,Ekavir Setty,76453.0,764.53,1,NORMAL
2245,Falan Edwin,79580.0,1469.5700000000002,2,NORMAL
2246,Wriddhish Patil,143182.0,1783.96,2,NORMAL
2247,Anika Dewan,131897.0,1318.97,2,NORMAL
2248,Max Kunda,179197.0,7167.88,2,NORMAL
2249,Ikshita Batra,206232.0,2062.32,1,NORMAL
2250,Sudiksha Rege,975243.0,26758.14,3,NORMAL
2251,Sathvik Kade,1081158.0,10811.58,4,VIP
2252,Hemani Chand,624892.0,23049.7,3,NORMAL
2253,Forum Raj,1029094.0,37031.47,4,VIP
2254,Isaiah Venkataraman,185588.0,7423.52,1,NORMAL
2255,Sachi Tailor,470319.0,12144.0,2,NORMAL
2257,Chandresh Patel,617766.0,17417.7,3,NORMAL
2258,Pahal Nagi,576026.0,23041.039999999997,3,NORMAL
2260,Laban Kapadia,797035.0,15700.6,3,NORMAL
2261,Saksham Walia,227576.0,2275.76,1,NORMAL
2262,Omya Zachariah,672676.0,14334.939999999999,2,NORMAL
2264,Pavani Mandal,66199.0,661.99,1,NORMAL
2265,Ira Chacko,487552.0,19502.08,2,NORMAL
2266,Wishi Kaul,483005.0,9434.0,2,NORMAL
2267,Arjun Gola,481299.0,12590.16,3,NORMAL
2268,Jalsa Sahni,49316.0,493.16,1,NORMAL
2269,Vihaan Vohra,351364.0,3513.64,1,NORMAL
2270,Rachit Toor,1291477.0,31879.149999999998,5,VIP
2272,Bahadurjit Som,726476.0,20807.63,2,NORMAL
2274,Agastya Bhat,1987701.0,63957.450000000004,7,VIP
2275,Ryan Nadkarni,706463.0,18222.08,2,NORMAL
2276,Saksham Sood,323156.0,3231.56,2,NORMAL
2278,Forum Lalla,468903.0,18756.12,1,NORMAL
2279,Jeet Sem,484395.0,17961.06,2,NORMAL
2280,Udyati Sarkar,596424.0,7667.790000000001,3,NORMAL
2281,Lakshit Boase,547424.0,21896.96,2,NORMAL
2282,Ryan Mannan,268205.0,2682.05,1,NORMAL
2283,Harini Mandal,730587.0,8711.01,4,NORMAL
2284,Ikbal Mohanty,40702.0,407.02,1,NORMAL
2285,Aashi Kalita,87386.0,3495.44,1,NORMAL
2286,Ekta Jha,412124.0,12529.67,2,NORMAL
2287,Turvi Bhatti,467706.0,6398.76,3,NORMAL
2288,Urmi Bhat,462677.0,4626.77,1,NORMAL
2289,Kevin Ganesan,321845.0,3218.4500000000003,1,NORMAL
2290,Bimala Chhabra,120738.0,4829.52,1,NORMAL
2291,Kavya Balan,678718.0,18755.62,2,NORMAL
2292,Nitesh Muni,435714.0,4357.14,1,NORMAL
2293,Laksh Aurora,346054.0,5394.01,2,NORMAL
2294,Vrinda Narang,317792.0,12711.68,1,NORMAL
2295,Yashawini Misra,67251.0,672.51,1,NORMAL
2296,Hemal Jaggi,1391507.0,32140.22,5,VIP
2297,David Brahmbhatt,62100.0,2484.0,1,NORMAL
2299,Praneel Nayar,949159.0,24323.29,2,NORMAL
2300,Yug Wagle,434435.0,4344.35,1,NORMAL
2302,Yashica Kumar,217736.0,8709.44,1,NORMAL
2303,Sachi Thaman,181354.0,1813.54,1,NORMAL
2305,Kashish Lala,483961.0,17001.25,2,NORMAL
2306,Warinder Sankar,499089.0,4990.89,1,NORMAL
2307,Ridhi Parsa,897369.0,35236.229999999996,4,NORMAL
2308,Rajeshri Seth,297385.0,11895.400000000001,2,NORMAL
2309,Siya Guha,758216.0,18398.96,2,NORMAL
2310,Vidhi Panchal,759535.0,7595.35,2,NORMAL
2311,Warhi Char,364481.0,14579.24,1,NORMAL
2312,Nakul Khare,191927.0,7677.08,1,NORMAL
2313,Yashvi Jhaveri,602172.0,13061.67,2,NORMAL
2314,Onveer Walia,263327.0,2633.27,1,NORMAL
2315,Agastya Seshadri,595223.0,12583.55,2,NORMAL
2316,Hitesh Bawa,43032.0,1721.28,1,NORMAL
2318,Nitara Brahmbhatt,732933.0,29317.32,3,NORMAL
2320,Balvan Wagle,457755.0,6432.21,2,NORMAL
2322,Vrishti Nori,330469.0,13218.76,1,NORMAL
2323,Damyanti Behl,475823.0,19032.920000000002,1,NORMAL
2324,Anika Nadkarni,258634.0,10345.36,1,NORMAL
2327,Zayan Deol,270736.0,10829.44,1,NORMAL
2330,Ansh Gole,304804.0,3048.04,1,NORMAL
2331,Radhika Dalal,826069.0,16804.780000000002,3,NORMAL
2332,Jeremiah Bedi,245016.0,9800.64,1,NORMAL
2333,Rudra Rai,227384.0,2273.84,1,NORMAL
2334,Girish Rout,462290.0,4622.900000000001,1,NORMAL
2336,Pranav Chawla,758638.0,7586.38,2,NORMAL
2337,Geetika Venkatesh,288257.0,2882.57,1,NORMAL
2338,Rajata Chowdhury,466040.0,18641.6,3,NORMAL
2339,Elijah Walia,123382.0,4731.88,2,NORMAL
2340,Anika Toor,1720104.0,25854.12,5,VIP
2343,Chaaya Wali,528572.0,5285.72,2,NORMAL
2344,Lakshmi Gole,961279.0,20163.91,3,NORMAL
2345,Ekalinga Mitra,280038.0,11201.52,1,NORMAL
2346,Tanveer Swaminathan,59243.0,2369.7200000000003,1,NORMAL
2349,Upasna Arya,1083773.0,32571.38,3,VIP
2351,Qadim Choudhary,142843.0,5713.72,1,NORMAL
2352,Ishita Loyal,422176.0,16039.51,2,NORMAL
2354,Rajeshri Padmanabhan,225085.0,9003.400000000001,2,NORMAL
2355,Mohini Gara,101490.0,4059.6,1,NORMAL
2356,Amrita Ram,371752.0,7753.9,2,NORMAL
2357,Netra Trivedi,344421.0,3444.21,1,NORMAL
2358,Harrison Ravi,324425.0,3244.25,1,NORMAL
2359,Harish Tandon,201459.0,8058.360000000001,1,NORMAL
2360,Guneet Chaudhari,403926.0,4039.26,1,NORMAL
2361,Manya Setty,834151.0,33366.04,2,NORMAL
2362,Veda Keer,52964.0,529.64,1,NORMAL
2363,Rohan Sachar,487826.0,16595.33,2,NORMAL
2364,Ekansh Chowdhury,372527.0,3725.27,1,NORMAL
2365,Isha Bhargava,1613039.0,40790.81,4,VIP
2366,Aadi Ramachandran,351832.0,14073.28,1,NORMAL
2368,Aryan Deshpande,296102.0,11844.08,1,NORMAL
2369,Hemang Jani,503001.0,20120.04,2,NORMAL
2370,Ekantika Sankar,1003514.0,32363.18,4,VIP
2372,Janya Dass,393154.0,15726.16,1,NORMAL
2373,Tanmayi Shukla,622793.0,6227.93,3,NORMAL
2376,Nitesh Dua,801237.0,17779.95,2,NORMAL
2377,Niharika Kalla,327025.0,13081.0,2,NORMAL
2378,Neel Swaminathan,716809.0,20025.1,4,NORMAL
2379,Krisha Mander,397184.0,15887.36,2,NORMAL
2380,Aradhana Narang,799481.0,19943.09,2,NORMAL
2381,Januja Setty,1082207.0,28935.8,3,VIP
2382,Kritika Srinivasan,764687.0,30587.480000000003,2,NORMAL
2383,Tanish Sandhu,290395.0,11615.800000000001,1,NORMAL
2385,Champak Dua,596705.0,5967.05,2,NORMAL
2386,Divya Pandit,585284.0,17776.4,2,NORMAL
2387,Vanya Chawla,348196.0,7852.81,2,NORMAL
2388,Ekta Handa,53769.0,2150.76,1,NORMAL
2389,Dominic Kashyap,430432.0,4304.32,2,NORMAL
2390,Sneha Bora,358839.0,14353.56,1,NORMAL
2391,Diya Lala,384796.0,3847.96,2,NORMAL
2392,Hemani Khalsa,866421.0,20896.83,2,NORMAL
2393,Ekta Pau,406434.0,7607.64,3,NORMAL
2394,Gabriel Chaudhary,567376.0,20896.06,3,NORMAL
2395,Ishita Srinivas,416205.0,11506.68,2,NORMAL
2396,Arin Shanker,905935.0,9059.35,2,NORMAL
2397,Om Rau,353827.0,14153.08,2,NORMAL
2398,Sarthak Chowdhury,823751.0,18717.5,2,NORMAL
2399,Turvi Varughese,206885.0,2068.85,1,NORMAL
2401,Utkarsh Pingle,351483.0,3514.83,3,NORMAL
2403,Ishaan Tailor,310385.0,12415.400000000001,2,NORMAL
2405,Turvi Din,429358.0,11167.84,3,NORMAL
2406,Gaurangi Comar,186708.0,7468.32,1,NORMAL
2407,Arunima Korpal,276164.0,11046.56,1,NORMAL
2408,Christopher Narayan,590825.0,12430.49,3,NORMAL
2409,Wyatt Sekhon,16375.0,163.75,1,NORMAL
2410,Abha Arya,536501.0,21460.04,2,NORMAL
2412,Samarth Saraf,696083.0,22466.48,4,NORMAL
2414,Amrita Goda,1015079.0,31587.14,3,VIP
2415,Nihal Sankar,127627.0,2886.01,2,NORMAL
2416,Raagini Golla,371201.0,14848.04,1,NORMAL
2417,Yochana Pathak,807099.0,32283.96,3,NORMAL
2418,Anjali Chauhan,213954.0,8558.16,1,NORMAL
2419,Udant Chadha,119300.0,1193.0,1,NORMAL
2420,Vedant Dora,235579.0,4172.530000000001,2,NORMAL
2421,Chakradhar Varkey,278692.0,11147.68,1,NORMAL
2422,Rishi Nayar,207453.0,2074.53,1,NORMAL
2423,Abha Krishna,1052360.0,32450.45,4,VIP
2425,Hemal Sarma,233765.0,9350.6,1,NORMAL
2426,Lavanya Buch,828532.0,33141.28,2,NORMAL
2428,Vansha Talwar,602167.0,24086.68,2,NORMAL
2430,Vrinda Barad,482538.0,19301.52,1,NORMAL
2432,Aditya Mody,490546.0,15728.980000000001,2,NORMAL
2433,Abhiram Dutt,378165.0,11551.590000000002,3,NORMAL
2435,Lavanya Raj,430561.0,17222.44,1,NORMAL
2436,Wyatt Om,13662.0,136.62,1,NORMAL
2438,Varenya Guha,607521.0,7642.290000000001,3,NORMAL
2441,Tarak Tailor,57865.0,578.65,1,NORMAL
2442,Januja Guha,1219944.0,26332.08,3,VIP
2443,Manthan Ratta,76985.0,769.85,1,NORMAL
2446,Xalak Salvi,262071.0,2620.71,2,NORMAL
2447,Girindra Pant,655123.0,6551.23,2,NORMAL
2448,Chaaya Khare,652242.0,25666.38,3,NORMAL
2449,Raagini Bora,37019.0,1480.76,1,NORMAL
2450,Barkha Bera,21198.0,847.9200000000001,1,NORMAL
2451,Pallavi Sarkar,663837.0,10616.16,3,NORMAL
2453,Tanish Amble,310472.0,3104.7200000000003,1,NORMAL
2455,Jagvi Bedi,425894.0,17035.760000000002,1,NORMAL
2456,Suhani Raghavan,792507.0,31700.280000000002,2,NORMAL
2457,Chaman Bhandari,294869.0,11794.76,1,NORMAL
2458,Advaith Hans,275727.0,11029.08,1,NORMAL
2459,Orinder Tella,436981.0,17479.239999999998,2,NORMAL
2461,Vasana Ghose,642476.0,25699.04,2,NORMAL
2462,Jairaj Viswanathan,722980.0,24635.83,3,NORMAL
2463,Riya Krishna,718354.0,26097.100000000002,3,NORMAL
2464,Chameli Sibal,51380.0,513.8,1,NORMAL
2465,Ojas Kale,536808.0,5368.08,2,NORMAL
2469,Irya Sehgal,934590.0,9345.900000000001,3,NORMAL
2470,Vritti Sanghvi,605830.0,24233.2,3,NORMAL
2471,Zaitra Naidu,56211.0,2248.44,1,NORMAL
2472,Harini Rai,590996.0,5909.96,2,NORMAL
2473,Ekalinga Banerjee,102420.0,4096.8,2,NORMAL
2474,Advaith Gade,169023.0,1690.23,1,NORMAL
2476,Raksha Wali,279639.0,11185.56,1,NORMAL
2477,Ekanta Ratta,463763.0,6659.24,3,NORMAL
2478,Pranav Kota,280636.0,11225.44,1,NORMAL
2479,Champak Chatterjee,264439.0,2644.39,2,NORMAL
2480,Ekansh Manne,85844.0,858.44,1,NORMAL
2481,Charles Ghosh,248737.0,9949.48,1,NORMAL
2482,Aachal Sem,58993.0,589.9300000000001,1,NORMAL
2483,Kashvi Mallick,119115.0,4764.6,1,NORMAL
2484,Ojas Dyal,237689.0,9507.56,1,NORMAL
2487,Sachi Rana,377662.0,3776.62,1,NORMAL
2488,David Sani,657605.0,26304.2,2,NORMAL
2490,Ayushman Varkey,391582.0,3915.82,2,NORMAL
2491,Amara Balan,327100.0,13084.0,1,NORMAL
2492,Rishi Ganesh,816316.0,19128.49,2,NORMAL
2493,Aayush Pal,140809.0,5632.36,1,NORMAL
2495,Ojas Merchant,1004927.0,30285.65,3,VIP
2496,Isaac Master,393861.0,3938.61,1,NORMAL
2497,Frederick Bahri,793746.0,20963.97,2,NORMAL
2498,Aayush Sangha,857489.0,8574.89,2,NORMAL
2499,Avni Narula,852923.0,24362.510000000002,4,NORMAL
2500,Lila Butala,363564.0,14542.560000000001,2,NORMAL
2501,Vanya Dar,185602.0,6012.9400000000005,2,NORMAL
2502,Yadavi Trivedi,242886.0,8543.880000000001,2,NORMAL
2503,Chandran Choudhary,255753.0,2557.53,1,NORMAL
2505,Jatin Kannan,529580.0,5295.8,2,NORMAL
2506,Gopal Ray,242515.0,9700.6,1,NORMAL
2507,Caleb Dhawan,9808.0,98.08,1,NORMAL
2508,Eta Tella,863978.0,34559.119999999995,2,NORMAL
2509,Warda Viswanathan,545004.0,5450.04,3,NORMAL
2512,Janya Arya,424844.0,4248.4400000000005,1,NORMAL
2514,Maanav Bedi,315812.0,12632.48,1,NORMAL
2515,Ishanvi Chakraborty,73715.0,737.15,1,NORMAL
2518,Zansi Subramanian,432518.0,17300.72,1,NORMAL
2519,Ishani Nair,1052623.0,22163.95,3,VIP
2520,Champak Shetty,838960.0,22820.68,2,NORMAL
2521,Kritika Dhawan,410693.0,6107.66,2,NORMAL
2522,Charan Saini,369856.0,14794.24,1,NORMAL
2523,Ekbal Gole,258189.0,10327.560000000001,2,NORMAL
2525,Leela Mitter,879838.0,26682.61,3,NORMAL
2526,Jagdish Dash,390223.0,15608.92,1,NORMAL
2527,Krishna Biswas,932535.0,37301.4,2,NORMAL
2528,Aashi Upadhyay,183037.0,7321.4800000000005,1,NORMAL
2529,Vidhi Chopra,507844.0,10347.91,2,NORMAL
2530,Teerth Mohanty,986564.0,24786.77,2,NORMAL
2531,Samesh Solanki,748604.0,29944.160000000003,2,NORMAL
2532,Pratyush Banik,146332.0,1463.32,1,NORMAL
2533,Zilmil Hora,239480.0,9579.2,1,NORMAL
2534,Jyoti Murthy,263723.0,2637.23,1,NORMAL
2537,Barkha Ranganathan,70687.0,2827.48,1,NORMAL
2540,Praneel Doshi,105445.0,4217.8,1,NORMAL
2541,Pranit Chander,1130515.0,30667.78,4,VIP
2543,Maya Palla,708436.0,18335.23,3,NORMAL
2544,Dominic Sarkar,416874.0,16674.96,1,NORMAL
2547,Avni Hari,473586.0,4735.86,1,NORMAL
2548,Ethan Lala,121826.0,4873.04,1,NORMAL
2549,Keya Pathak,1131049.0,30846.04,4,VIP
2550,Anirudh Sahota,520546.0,6779.379999999999,3,NORMAL
2551,Teerth Vig,420572.0,9966.32,2,NORMAL
2552,Turvi Rajagopal,794922.0,21340.2,3,NORMAL
2553,Yochana Kata,882539.0,22709.36,2,NORMAL
2554,Qarin Murthy,1086684.0,43467.36,3,VIP
2555,Chakradhar Goswami,207292.0,2072.92,1,NORMAL
2556,Zehaan Das,333090.0,3330.9,1,NORMAL
2558,Quincy Ratti,23444.0,937.76,1,NORMAL
2559,Hemal Mallick,794895.0,18507.0,2,NORMAL
2560,Pranav Mukhopadhyay,616964.0,24678.559999999998,3,NORMAL
2561,Balendra Chawla,618121.0,18872.44,3,NORMAL
2562,Bishakha Pandey,239186.0,2391.86,1,NORMAL
2563,Maanas Yohannan,262078.0,10483.12,1,NORMAL
2565,Brijesh Kumar,435278.0,17411.12,1,NORMAL
2566,Rudra Shukla,489177.0,4891.77,2,NORMAL
2567,Eshana Banik,789391.0,18757.72,2,NORMAL
2568,Rachita Iyengar,179307.0,1793.07,2,NORMAL
2570,Udyati Andra,620590.0,16198.990000000002,2,NORMAL
2571,Abeer Radhakrishnan,401089.0,4010.89,1,NORMAL
2572,Azaan Sengupta,728626.0,19484.050000000003,2,NORMAL
2574,Amol Dhaliwal,953241.0,23153.100000000002,3,NORMAL
2575,Kevin Pall,688850.0,19284.23,2,NORMAL
2577,Udyati Purohit,247921.0,2479.21,1,NORMAL
2579,Chandani Madan,322218.0,3222.1800000000003,1,NORMAL
2580,Yuvraj Saini,432840.0,4328.4,3,NORMAL
2582,Tanveer Pillay,503049.0,5030.49,2,NORMAL
2583,Faraj Jain,759975.0,19055.100000000002,3,NORMAL
2584,Bahadurjit Kohli,672123.0,6721.2300000000005,2,NORMAL
2585,Jatin Mody,417812.0,16712.48,2,NORMAL
2586,Yug Nadig,1048752.0,10487.52,4,VIP
2587,Fiyaz Brar,538297.0,21531.88,2,NORMAL
2588,Bachittar Soman,408920.0,4089.2000000000003,1,NORMAL
2590,Manbir Bhatti,264380.0,2643.8,1,NORMAL
2591,Warhi Sawhney,1185843.0,25402.260000000002,4,VIP
2592,Ira Dugal,602863.0,6028.63,2,NORMAL
2593,Hredhaan Devan,759426.0,17650.62,2,NORMAL
2594,Banjeet Char,66857.0,668.57,1,NORMAL
2596,Ekiya Jayaraman,448833.0,4488.33,1,NORMAL
2598,Champak Majumdar,349529.0,3495.29,1,NORMAL
2599,Tanish Badal,130156.0,5206.24,1,NORMAL
2600,Vinaya Varkey,791483.0,7914.83,2,NORMAL
2601,Odika Sunder,285758.0,5759.4800000000005,2,NORMAL
2602,Harini Mishra,482912.0,6608.27,2,NORMAL
2603,Samaksh Lad,428401.0,17136.04,2,NORMAL
2605,Gaurangi Shanker,1211100.0,42231.840000000004,4,VIP
2607,Naveen Chokshi,401838.0,4018.38,2,NORMAL
2608,Atharv Om,363391.0,14535.64,1,NORMAL
2610,Arin Gopal,5757.0,230.28,1,NORMAL
2613,Ria Seth,944358.0,11945.34,4,NORMAL
2615,Ekansh Grewal,455653.0,18226.12,1,NORMAL
2616,Nimrat Anand,262228.0,2622.28,1,NORMAL
2617,Advaith Goel,373715.0,14948.6,2,NORMAL
2618,Gaurav Oommen,71723.0,2868.92,1,NORMAL
2619,Daksh Sheth,398768.0,11261.48,2,NORMAL
2620,Aadi Keer,738096.0,29523.840000000004,2,NORMAL
2621,Wriddhish Balay,506370.0,7847.79,2,NORMAL
2624,Ranveer Sodhi,780574.0,11725.39,3,NORMAL
2627,Libni Parsa,724554.0,11229.45,3,NORMAL
2628,Liam Tripathi,91715.0,3668.6,1,NORMAL
2629,Jagdish Rana,576865.0,23074.600000000002,2,NORMAL
2632,Zashil Manda,488293.0,19531.72,1,NORMAL
2633,Leela Tank,496791.0,4967.91,2,NORMAL
2634,Akshay Sahni,566575.0,22663.0,2,NORMAL
2635,Neelima Swamy,456512.0,18260.48,2,NORMAL
2636,Reyansh Kade,1316323.0,26351.5,4,VIP
2637,Jalsa Barad,101188.0,1011.88,1,NORMAL
2638,Jacob Dar,222872.0,8914.880000000001,2,NORMAL
2639,Sneha Talwar,681705.0,27268.2,2,NORMAL
2640,Jalsa Sharaf,329262.0,13170.48,1,NORMAL
2643,Sneha Deo,429476.0,17179.04,1,NORMAL
2644,Henry Sama,807319.0,32292.760000000002,2,NORMAL
2645,Bina Sampath,337910.0,13516.4,1,NORMAL
2646,Ladli Bajaj,850073.0,34002.92,2,NORMAL
2647,Luke Rana,159459.0,6378.360000000001,1,NORMAL
2648,Aadhya Shankar,347356.0,13894.24,1,NORMAL
2649,Lekha Bawa,216290.0,8651.6,1,NORMAL
2650,Shivansh Dugar,347896.0,13915.84,1,NORMAL
2651,Balveer Mallick,241289.0,2903.69,2,NORMAL
2653,Ubika Kar,482422.0,10903.03,2,NORMAL
2654,Zashil Das,498371.0,10359.53,2,NORMAL
2655,Libni Chopra,274638.0,2746.38,2,NORMAL
2656,Lakshit Dash,184745.0,7389.8,1,NORMAL
2657,Gautam Hegde,312884.0,3128.84,1,NORMAL
2659,Advaith Banik,262771.0,2627.71,1,NORMAL
2660,Manthan Dhingra,309100.0,12364.0,1,NORMAL
2661,Bhanumati Mani,465512.0,8899.82,2,NORMAL
2662,Lopa Kalita,219320.0,2193.2000000000003,1,NORMAL
2663,Yashasvi Mitter,469177.0,5196.880000000001,2,NORMAL
2664,Rehaan Tailor,130247.0,1302.47,1,NORMAL
2665,Pratyush Tank,293313.0,11732.52,1,NORMAL
2666,Jeremiah Chowdhury,269469.0,2694.69,1,NORMAL
2667,Inaya Sem,53422.0,534.22,1,NORMAL
2668,Ishanvi Sathe,250341.0,2503.41,1,NORMAL
2669,Aarna Dhaliwal,318369.0,12734.76,1,NORMAL
2670,Priya Dey,487216.0,19488.64,1,NORMAL
2671,Yachana Mall,1233361.0,35574.85,4,VIP
2672,Ekanta Issac,271672.0,2716.7200000000003,1,NORMAL
2673,Zaitra Deol,720187.0,14973.310000000001,2,NORMAL
2674,Oviya Khanna,851571.0,8515.71,2,NORMAL
2675,Chakradev Bhatia,479691.0,4796.91,1,NORMAL
2678,Azad Ganesh,371906.0,7068.200000000001,2,NORMAL
2682,Gayathri Ahuja,682606.0,6826.06,4,NORMAL
2684,Chanakya Oak,1516881.0,60675.24,4,VIP
2685,Sudiksha Natt,394028.0,15761.119999999999,2,NORMAL
2686,Ekapad Tara,452983.0,4529.83,2,NORMAL
2687,Harrison Mani,724445.0,14200.670000000002,2,NORMAL
2689,Yashoda Banerjee,34693.0,346.93,1,NORMAL
2690,Ria Puri,1116296.0,11162.960000000001,3,VIP
2692,Saksham Doshi,399171.0,15966.84,2,NORMAL
2693,Aachal Dhillon,313440.0,11392.53,3,NORMAL
2694,Rajeshri Bhargava,404112.0,16164.48,1,NORMAL
2695,Eiravati Venkataraman,385230.0,15409.2,1,NORMAL
2696,Umang Saxena,753930.0,7539.3,2,NORMAL
2698,Harini Shere,388717.0,3887.17,1,NORMAL
2699,Veer Munshi,631684.0,13221.640000000001,3,NORMAL
2700,Wahab Wali,264002.0,2640.02,1,NORMAL
2701,Jagdish Patla,938685.0,22459.59,4,NORMAL
2702,Eiravati Narayanan,388848.0,15553.92,1,NORMAL
2704,Wridesh Bail,850328.0,8503.279999999999,2,NORMAL
2705,Madhavi Bassi,221946.0,6204.6,2,NORMAL
2707,Oni D’Alia,106885.0,1068.85,1,NORMAL
2709,Reva Virk,216386.0,8655.439999999999,2,NORMAL
2710,Anita Pandit,280065.0,11202.6,1,NORMAL
2715,Abhimanyu Brahmbhatt,248096.0,9923.840000000002,3,NORMAL
2716,Shivani Luthra,146702.0,1467.02,1,NORMAL
2717,Advay Merchant,717627.0,28705.08,3,NORMAL
2719,Daksh Dara,240869.0,9634.76,2,NORMAL
2720,Harshil Gade,294368.0,11774.72,1,NORMAL
2721,Harshil Walia,1170512.0,26338.22,4,VIP
2723,Deepa Loyal,461744.0,18469.760000000002,1,NORMAL
2724,Rishi Dhar,606670.0,6425.860000000001,3,NORMAL
2726,Raghav Agate,52150.0,2086.0,1,NORMAL
2727,Fariq Nadig,291248.0,8000.120000000001,2,NORMAL
2728,Varsha Sane,23110.0,924.4,1,NORMAL
2730,Anirudh Bail,252350.0,10094.0,1,NORMAL
2731,Aadi Konda,634607.0,25384.28,2,NORMAL
2735,Jagrati Dara,519468.0,14914.74,2,NORMAL
2736,Alka Khalsa,442952.0,17718.08,1,NORMAL
2737,Thomas Chaudhari,481137.0,19245.48,2,NORMAL
2738,Advika Behl,166808.0,6672.32,1,NORMAL
2739,Pratyush Aggarwal,247130.0,2471.3,1,NORMAL
2740,Nathaniel Char,233371.0,2333.71,1,NORMAL
2741,Yug Behl,6515.0,260.6,1,NORMAL
2742,Nandini Kata,138990.0,5559.6,1,NORMAL
2743,Ethan Jayaraman,161441.0,1614.41,1,NORMAL
2744,Lakshmi Borra,351912.0,14076.48,1,NORMAL
2745,Aradhana Bera,33338.0,333.38,1,NORMAL
2746,Ekapad Sandal,331724.0,5823.650000000001,3,NORMAL
2747,Geetika Palla,41728.0,1669.1200000000001,1,NORMAL
2748,William Peri,186545.0,7461.8,1,NORMAL
2749,Faras Narayan,384633.0,15385.32,1,NORMAL
2750,Mohammed Behl,69587.0,695.87,1,NORMAL
2751,Jason Ramaswamy,94068.0,3762.7200000000003,1,NORMAL
2752,Aditya Patla,864443.0,26871.35,3,NORMAL
2753,Karan Ratta,632708.0,6327.08,2,NORMAL
2755,Siddharth Mann,529553.0,18034.7,2,NORMAL
2756,Zashil Dhawan,396103.0,15844.12,1,NORMAL
2757,Gauri Raman,542863.0,21714.52,2,NORMAL
2759,Lekha Gupta,465007.0,4650.07,1,NORMAL
2760,Urmi Palan,372684.0,3726.84,1,NORMAL
2761,Yachana Khosla,633973.0,6339.73,3,NORMAL
2762,Tanveer Sandal,173420.0,6936.8,1,NORMAL
2763,Siya Tak,412029.0,16481.16,1,NORMAL
2764,Naksh Buch,230407.0,2304.07,1,NORMAL
2765,Osha Kurian,429145.0,17165.8,1,NORMAL
2766,Samuel Din,583939.0,23357.559999999998,2,NORMAL
2768,George Sarma,369225.0,3692.25,2,NORMAL
2769,Neha Patla,84856.0,3394.2400000000002,1,NORMAL
2771,Wyatt Rama,145860.0,5834.400000000001,1,NORMAL
2772,Andrew Bassi,1132148.0,27915.649999999998,4,VIP
2773,Oscar Thakur,82816.0,3312.64,1,NORMAL
2774,Advika Nagarajan,862235.0,19837.190000000002,3,NORMAL
2775,Devika Mital,103123.0,4124.92,2,NORMAL
2776,Tanveer Koshy,870803.0,20976.2,2,NORMAL
2777,Yutika Som,236887.0,2368.87,2,NORMAL
2778,Chameli Pall,55719.0,2228.76,1,NORMAL
2779,Abeer Patla,209550.0,6486.360000000001,2,NORMAL
2781,Zayan Mistry,428992.0,17159.68,2,NORMAL
2783,Zinal Bhatnagar,399786.0,13563.539999999999,2,NORMAL
2784,Samar Sachdev,385142.0,15405.68,1,NORMAL
2785,Jeremiah Srinivas,480668.0,19226.72,1,NORMAL
2786,Ikshita Dixit,835491.0,8354.91,3,NORMAL
2787,Forum Narayan,157741.0,6309.64,2,NORMAL
2788,Saksham Nayar,7123.0,284.92,1,NORMAL
2789,Ekaja D’Alia,113480.0,4539.2,1,NORMAL
2791,Krisha Peri,122636.0,4905.4400000000005,1,NORMAL
2793,Ryan Rajan,372812.0,3728.1200000000003,2,NORMAL
2794,Ronith More,559477.0,6161.74,3,NORMAL
2795,Ijaya Swamy,641341.0,6413.41,2,NORMAL
2796,Megha Biswas,200158.0,8006.320000000001,1,NORMAL
2798,Advika Deep,120200.0,4808.0,1,NORMAL
2799,Inaya Kala,868353.0,21243.06,4,NORMAL
2800,William Pant,251336.0,10053.44,1,NORMAL
2802,Banjeet Nadig,613314.0,18048.600000000002,2,NORMAL
2803,Dipta Borra,649381.0,25975.24,2,NORMAL
2805,Ayushman Wali,138758.0,1387.58,1,NORMAL
2806,Darpan Purohit,436049.0,4360.49,1,NORMAL
2808,Anmol Thakkar,27285.0,272.85,1,NORMAL
2809,Pallavi Borah,878240.0,35129.600000000006,3,NORMAL
2810,Jacob Bhasin,407443.0,4074.4300000000003,1,NORMAL
